,fname,class_name,height,width,xmin,ymin,xmax,ymax
46,../Data/Images/japanese_chin/japanese_chin_12.jpg,japanese_chin,332.0,500.0,66.0,60.0,216.0,201.0
47,../Data/Images/staffordshire_bull_terrier/staffordshire_bull_terrier_11.jpg,staffordshire_bull_terrier,500.0,364.0,227.0,25.0,438.0,280.0
48,../Data/Images/staffordshire_bull_terrier/staffordshire_bull_terrier_110.jpg,staffordshire_bull_terrier,500.0,334.0,87.0,57.0,316.0,256.0
49,../Data/Images/samoyed/samoyed_188.jpg,samoyed,375.0,500.0,113.0,137.0,231.0,276.0
50,../Data/Images/bengal/Bengal_128.jpg,bengal,500.0,334.0,333.0,100.0,499.0,277.0
51,../Data/Images/american_bulldog/american_bulldog_169.jpg,american_bulldog,500.0,333.0,39.0,86.0,420.0,325.0
52,../Data/Images/beagle/beagle_104.jpg,beagle,500.0,333.0,46.0,33.0,181.0,157.0
53,../Data/Images/miniature_pinscher/miniature_pinscher_189.jpg,miniature_pinscher,225.0,300.0,63.0,1.0,224.0,188.0
54,../Data/Images/beagle/beagle_110.jpg,beagle,437.0,500.0,71.0,34.0,338.0,269.0
55,../Data/Images/bombay/Bombay_171.jpg,bombay,144.0,108.0,27.0,12.0,67.0,45.0
56,../Data/Images/staffordshire_bull_terrier/staffordshire_bull_terrier_104.jpg,staffordshire_bull_terrier,333.0,500.0,35.0,62.0,172.0,204.0
57,../Data/Images/bombay/Bombay_159.jpg,bombay,184.0,250.0,15.0,43.0,83.0,107.0
58,../Data/Images/bengal/Bengal_114.jpg,bengal,500.0,375.0,21.0,32.0,201.0,222.0
59,../Data/Images/sphynx/Sphynx_137.jpg,sphynx,500.0,312.0,262.0,3.0,400.0,148.0
60,../Data/Images/beagle/beagle_138.jpg,beagle,500.0,375.0,155.0,1.0,367.0,183.0
61,../Data/Images/abyssinian/Abyssinian_184.jpg,abyssinian,378.0,300.0,255.0,161.0,361.0,274.0
62,../Data/Images/keeshond/keeshond_187.jpg,keeshond,500.0,375.0,142.0,99.0,242.0,219.0
63,../Data/Images/abyssinian/Abyssinian_190.jpg,abyssinian,297.0,300.0,45.0,41.0,136.0,138.0
64,../Data/Images/american_bulldog/american_bulldog_141.jpg,american_bulldog,333.0,500.0,27.0,87.0,267.0,287.0
65,../Data/Images/staffordshire_bull_terrier/staffordshire_bull_terrier_138.jpg,staffordshire_bull_terrier,500.0,375.0,106.0,22.0,359.0,278.0
66,../Data/Images/bengal/Bengal_100.jpg,bengal,500.0,333.0,180.0,19.0,334.0,181.0
67,../Data/Images/keeshond/keeshond_178.jpg,keeshond,500.0,400.0,271.0,64.0,358.0,166.0
68,../Data/Images/samoyed/samoyed_177.jpg,samoyed,500.0,334.0,263.0,106.0,325.0,198.0
69,../Data/Images/american_bulldog/american_bulldog_196.jpg,american_bulldog,500.0,323.0,124.0,13.0,428.0,249.0
70,../Data/Images/keeshond/keeshond_150.jpg,keeshond,375.0,500.0,140.0,132.0,312.0,332.0
71,../Data/Images/miniature_pinscher/miniature_pinscher_162.jpg,miniature_pinscher,300.0,255.0,117.0,6.0,260.0,151.0
72,../Data/Images/miniature_pinscher/miniature_pinscher_176.jpg,miniature_pinscher,277.0,200.0,159.0,7.0,252.0,108.0
73,../Data/Images/american_bulldog/american_bulldog_182.jpg,american_bulldog,500.0,375.0,65.0,12.0,380.0,350.0
74,../Data/Images/keeshond/keeshond_144.jpg,keeshond,500.0,375.0,257.0,40.0,366.0,185.0
75,../Data/Images/abyssinian/Abyssinian_153.jpg,abyssinian,500.0,263.0,346.0,77.0,409.0,162.0
76,../Data/Images/samoyed/samoyed_163.jpg,samoyed,500.0,333.0,273.0,59.0,356.0,177.0
77,../Data/Images/wheaten_terrier/wheaten_terrier_109.jpg,wheaten_terrier,333.0,500.0,39.0,30.0,332.0,312.0
78,../Data/Images/havanese/havanese_11.jpg,havanese,333.0,500.0,107.0,90.0,271.0,223.0
79,../Data/Images/english_cocker_spaniel/english_cocker_spaniel_140.jpg,english_cocker_spaniel,401.0,500.0,68.0,51.0,367.0,367.0
80,../Data/Images/yorkshire_terrier/yorkshire_terrier_114.jpg,yorkshire_terrier,300.0,225.0,85.0,11.0,220.0,153.0
81,../Data/Images/scottish_terrier/scottish_terrier_18.jpg,scottish_terrier,500.0,333.0,266.0,70.0,357.0,175.0
82,../Data/Images/sphynx/Sphynx_19.jpg,sphynx,500.0,472.0,210.0,15.0,430.0,271.0
83,../Data/Images/japanese_chin/japanese_chin_179.jpg,japanese_chin,500.0,375.0,155.0,119.0,356.0,250.0
84,../Data/Images/yorkshire_terrier/yorkshire_terrier_100.jpg,yorkshire_terrier,500.0,375.0,159.0,2.0,419.0,230.0
85,../Data/Images/english_cocker_spaniel/english_cocker_spaniel_154.jpg,english_cocker_spaniel,500.0,375.0,191.0,48.0,384.0,223.0
86,../Data/Images/maine_coon/Maine_Coon_103.jpg,maine_coon,500.0,412.0,173.0,69.0,381.0,273.0
87,../Data/Images/wheaten_terrier/wheaten_terrier_135.jpg,wheaten_terrier,375.0,500.0,35.0,55.0,194.0,195.0
88,../Data/Images/chihuahua/chihuahua_188.jpg,chihuahua,202.0,300.0,17.0,17.0,141.0,161.0
89,../Data/Images/japanese_chin/japanese_chin_151.jpg,japanese_chin,467.0,500.0,72.0,101.0,340.0,335.0
90,../Data/Images/persian/Persian_180.jpg,persian,334.0,500.0,94.0,128.0,334.0,305.0
91,../Data/Images/yorkshire_terrier/yorkshire_terrier_128.jpg,yorkshire_terrier,300.0,225.0,60.0,17.0,216.0,141.0
92,../Data/Images/japanese_chin/japanese_chin_145.jpg,japanese_chin,500.0,375.0,160.0,84.0,380.0,248.0
93,../Data/Images/persian/Persian_194.jpg,persian,500.0,335.0,322.0,32.0,469.0,164.0
94,../Data/Images/wheaten_terrier/wheaten_terrier_121.jpg,wheaten_terrier,500.0,333.0,84.0,19.0,471.0,300.0
95,../Data/Images/english_cocker_spaniel/english_cocker_spaniel_168.jpg,english_cocker_spaniel,500.0,375.0,170.0,180.0,280.0,291.0
96,../Data/Images/maine_coon/Maine_Coon_117.jpg,maine_coon,500.0,375.0,220.0,107.0,309.0,209.0
97,../Data/Images/english_cocker_spaniel/english_cocker_spaniel_183.jpg,english_cocker_spaniel,373.0,451.0,18.0,30.0,323.0,338.0
98,../Data/Images/chihuahua/chihuahua_177.jpg,chihuahua,300.0,225.0,137.0,26.0,219.0,111.0
99,../Data/Images/russian_blue/Russian_Blue_12.jpg,russian_blue,600.0,900.0,89.0,135.0,561.0,605.0
100,../Data/Images/russian_blue/Russian_Blue_119.jpg,russian_blue,500.0,375.0,142.0,145.0,206.0,209.0
101,../Data/Images/british_shorthair/British_Shorthair_174.jpg,british_shorthair,500.0,375.0,134.0,79.0,297.0,234.0
102,../Data/Images/british_shorthair/British_Shorthair_160.jpg,british_shorthair,500.0,333.0,165.0,30.0,327.0,187.0
103,../Data/Images/chihuahua/chihuahua_163.jpg,chihuahua,300.0,225.0,95.0,17.0,258.0,167.0
104,../Data/Images/persian/Persian_143.jpg,persian,500.0,333.0,198.0,108.0,275.0,190.0
105,../Data/Images/british_shorthair/British_Shorthair_148.jpg,british_shorthair,500.0,281.0,205.0,46.0,277.0,115.0
106,../Data/Images/pug/pug_103.jpg,pug,500.0,375.0,110.0,53.0,330.0,247.0
107,../Data/Images/russian_blue/Russian_Blue_125.jpg,russian_blue,500.0,375.0,79.0,14.0,228.0,203.0
108,../Data/Images/russian_blue/Russian_Blue_131.jpg,russian_blue,375.0,500.0,144.0,53.0,275.0,197.0
109,../Data/Images/japanese_chin/japanese_chin_186.jpg,japanese_chin,375.0,500.0,124.0,176.0,336.0,418.0
110,../Data/Images/pug/pug_117.jpg,pug,500.0,333.0,232.0,105.0,333.0,190.0
111,../Data/Images/pug/pug_116.jpg,pug,500.0,333.0,124.0,4.0,375.0,242.0
112,../Data/Images/japanese_chin/japanese_chin_187.jpg,japanese_chin,500.0,375.0,256.0,88.0,478.0,278.0
113,../Data/Images/persian/Persian_156.jpg,persian,333.0,500.0,76.0,10.0,257.0,148.0
114,../Data/Images/russian_blue/Russian_Blue_130.jpg,russian_blue,500.0,323.0,206.0,35.0,406.0,187.0
115,../Data/Images/russian_blue/Russian_Blue_124.jpg,russian_blue,500.0,375.0,29.0,25.0,164.0,159.0
116,../Data/Images/pug/pug_102.jpg,pug,375.0,500.0,47.0,19.0,370.0,294.0
117,../Data/Images/british_shorthair/British_Shorthair_149.jpg,british_shorthair,500.0,375.0,119.0,26.0,353.0,217.0
118,../Data/Images/ragdoll/Ragdoll_18.jpg,ragdoll,500.0,333.0,221.0,8.0,424.0,228.0
119,../Data/Images/british_shorthair/British_Shorthair_161.jpg,british_shorthair,333.0,500.0,51.0,50.0,294.0,318.0
120,../Data/Images/chihuahua/chihuahua_162.jpg,chihuahua,300.0,200.0,96.0,41.0,137.0,90.0
121,../Data/Images/chihuahua/chihuahua_176.jpg,chihuahua,300.0,284.0,126.0,38.0,245.0,163.0
122,../Data/Images/english_cocker_spaniel/english_cocker_spaniel_182.jpg,english_cocker_spaniel,500.0,443.0,210.0,51.0,379.0,170.0
123,../Data/Images/british_shorthair/British_Shorthair_175.jpg,british_shorthair,500.0,375.0,184.0,64.0,379.0,265.0
124,../Data/Images/russian_blue/Russian_Blue_118.jpg,russian_blue,281.0,500.0,1.0,1.0,237.0,216.0
125,../Data/Images/russian_blue/Russian_Blue_13.jpg,russian_blue,600.0,900.0,307.0,200.0,510.0,379.0
126,../Data/Images/persian/Persian_195.jpg,persian,484.0,500.0,320.0,10.0,448.0,140.0
127,../Data/Images/japanese_chin/japanese_chin_144.jpg,japanese_chin,500.0,375.0,135.0,38.0,418.0,305.0
128,../Data/Images/maine_coon/Maine_Coon_116.jpg,maine_coon,500.0,333.0,154.0,77.0,225.0,156.0
129,../Data/Images/english_cocker_spaniel/english_cocker_spaniel_169.jpg,english_cocker_spaniel,500.0,375.0,166.0,65.0,286.0,203.0
130,../Data/Images/wheaten_terrier/wheaten_terrier_120.jpg,wheaten_terrier,432.0,348.0,181.0,41.0,335.0,185.0
131,../Data/Images/chihuahua/chihuahua_189.jpg,chihuahua,300.0,200.0,105.0,25.0,229.0,165.0
132,../Data/Images/wheaten_terrier/wheaten_terrier_134.jpg,wheaten_terrier,500.0,375.0,131.0,20.0,356.0,247.0
133,../Data/Images/maine_coon/Maine_Coon_102.jpg,maine_coon,320.0,500.0,156.0,155.0,270.0,299.0
134,../Data/Images/yorkshire_terrier/yorkshire_terrier_129.jpg,yorkshire_terrier,300.0,225.0,84.0,31.0,216.0,171.0
135,../Data/Images/persian/Persian_181.jpg,persian,500.0,376.0,183.0,7.0,320.0,140.0
136,../Data/Images/japanese_chin/japanese_chin_150.jpg,japanese_chin,500.0,333.0,80.0,52.0,365.0,254.0
137,../Data/Images/yorkshire_terrier/yorkshire_terrier_101.jpg,yorkshire_terrier,500.0,375.0,26.0,1.0,373.0,305.0
138,../Data/Images/japanese_chin/japanese_chin_178.jpg,japanese_chin,500.0,375.0,253.0,97.0,371.0,175.0
139,../Data/Images/ragdoll/Ragdoll_201.jpg,ragdoll,500.0,375.0,102.0,58.0,201.0,161.0
140,../Data/Images/english_cocker_spaniel/english_cocker_spaniel_155.jpg,english_cocker_spaniel,500.0,375.0,186.0,80.0,327.0,228.0
141,../Data/Images/english_cocker_spaniel/english_cocker_spaniel_141.jpg,english_cocker_spaniel,333.0,500.0,82.0,15.0,329.0,234.0
142,../Data/Images/wheaten_terrier/wheaten_terrier_108.jpg,wheaten_terrier,333.0,500.0,31.0,31.0,271.0,236.0
143,../Data/Images/havanese/havanese_10.jpg,havanese,333.0,500.0,41.0,18.0,207.0,166.0
144,../Data/Images/sphynx/Sphynx_18.jpg,sphynx,500.0,375.0,152.0,40.0,359.0,221.0
145,../Data/Images/yorkshire_terrier/yorkshire_terrier_115.jpg,yorkshire_terrier,225.0,300.0,31.0,19.0,182.0,172.0
146,../Data/Images/abyssinian/Abyssinian_152.jpg,abyssinian,424.0,500.0,154.0,38.0,336.0,238.0
147,../Data/Images/keeshond/keeshond_145.jpg,keeshond,333.0,500.0,59.0,45.0,280.0,310.0
148,../Data/Images/american_bulldog/american_bulldog_183.jpg,american_bulldog,500.0,333.0,146.0,115.0,286.0,225.0
149,../Data/Images/miniature_pinscher/miniature_pinscher_177.jpg,miniature_pinscher,184.0,300.0,24.0,16.0,167.0,162.0
150,../Data/Images/samoyed/samoyed_162.jpg,samoyed,500.0,333.0,234.0,56.0,310.0,152.0
151,../Data/Images/samoyed/samoyed_176.jpg,samoyed,500.0,334.0,359.0,82.0,432.0,174.0
152,../Data/Images/miniature_pinscher/miniature_pinscher_163.jpg,miniature_pinscher,300.0,240.0,58.0,14.0,221.0,146.0
153,../Data/Images/abyssinian/Abyssinian_146.jpg,abyssinian,333.0,500.0,39.0,56.0,242.0,266.0
154,../Data/Images/keeshond/keeshond_151.jpg,keeshond,500.0,375.0,118.0,52.0,272.0,274.0
155,../Data/Images/american_bulldog/american_bulldog_197.jpg,american_bulldog,500.0,335.0,182.0,94.0,350.0,278.0
156,../Data/Images/russian_blue/Russian_Blue_1.jpg,russian_blue,200.0,239.0,89.0,10.0,154.0,75.0
157,../Data/Images/keeshond/keeshond_179.jpg,keeshond,375.0,500.0,10.0,41.0,144.0,230.0
158,../Data/Images/abyssinian/Abyssinian_1.jpg,abyssinian,600.0,400.0,333.0,72.0,425.0,158.0
159,../Data/Images/sphynx/Sphynx_122.jpg,sphynx,375.0,500.0,141.0,5.0,374.0,228.0
160,../Data/Images/american_bulldog/american_bulldog_140.jpg,american_bulldog,500.0,333.0,29.0,1.0,451.0,310.0
161,../Data/Images/abyssinian/Abyssinian_191.jpg,abyssinian,300.0,224.0,151.0,64.0,268.0,184.0
162,../Data/Images/keeshond/keeshond_186.jpg,keeshond,500.0,428.0,106.0,17.0,325.0,266.0
163,../Data/Images/bengal/Bengal_101.jpg,bengal,500.0,455.0,358.0,101.0,498.0,241.0
164,../Data/Images/staffordshire_bull_terrier/staffordshire_bull_terrier_139.jpg,staffordshire_bull_terrier,500.0,375.0,142.0,55.0,398.0,305.0
165,../Data/Images/bengal/Bengal_115.jpg,bengal,333.0,500.0,146.0,16.0,284.0,153.0
166,../Data/Images/bombay/Bombay_158.jpg,bombay,500.0,479.0,203.0,30.0,425.0,257.0
167,../Data/Images/abyssinian/Abyssinian_185.jpg,abyssinian,300.0,225.0,21.0,1.0,191.0,178.0
168,../Data/Images/beagle/beagle_139.jpg,beagle,375.0,500.0,77.0,76.0,262.0,233.0
169,../Data/Images/sphynx/Sphynx_136.jpg,sphynx,500.0,335.0,199.0,61.0,392.0,234.0
170,../Data/Images/beagle/beagle_111.jpg,beagle,500.0,333.0,183.0,59.0,439.0,258.0
171,../Data/Images/miniature_pinscher/miniature_pinscher_188.jpg,miniature_pinscher,225.0,300.0,43.0,27.0,159.0,159.0
172,../Data/Images/staffordshire_bull_terrier/staffordshire_bull_terrier_105.jpg,staffordshire_bull_terrier,500.0,429.0,89.0,39.0,436.0,329.0
173,../Data/Images/bombay/Bombay_170.jpg,bombay,519.0,287.0,230.0,38.0,368.0,147.0
174,../Data/Images/bengal/Bengal_129.jpg,bengal,500.0,281.0,1.0,67.0,281.0,281.0
175,../Data/Images/bombay/Bombay_164.jpg,bombay,297.0,300.0,74.0,4.0,289.0,220.0
176,../Data/Images/samoyed/samoyed_189.jpg,samoyed,375.0,500.0,134.0,100.0,267.0,238.0
177,../Data/Images/staffordshire_bull_terrier/staffordshire_bull_terrier_111.jpg,staffordshire_bull_terrier,500.0,376.0,83.0,20.0,282.0,219.0
178,../Data/Images/staffordshire_bull_terrier/staffordshire_bull_terrier_10.jpg,staffordshire_bull_terrier,500.0,375.0,90.0,28.0,321.0,302.0
179,../Data/Images/beagle/beagle_105.jpg,beagle,500.0,395.0,318.0,119.0,445.0,258.0
180,../Data/Images/american_bulldog/american_bulldog_168.jpg,american_bulldog,500.0,375.0,15.0,116.0,309.0,282.0
181,../Data/Images/great_pyrenees/great_pyrenees_172.jpg,great_pyrenees,500.0,375.0,311.0,92.0,388.0,152.0
182,../Data/Images/boxer/boxer_152.jpg,boxer,375.0,500.0,19.0,55.0,361.0,437.0
183,../Data/Images/english_cocker_spaniel/english_cocker_spaniel_10.jpg,english_cocker_spaniel,333.0,500.0,30.0,135.0,276.0,454.0
184,../Data/Images/ragdoll/Ragdoll_188.jpg,ragdoll,375.0,500.0,173.0,39.0,314.0,179.0
185,../Data/Images/leonberger/leonberger_136.jpg,leonberger,500.0,423.0,87.0,26.0,194.0,104.0
186,../Data/Images/japanese_chin/japanese_chin_13.jpg,japanese_chin,436.0,500.0,71.0,42.0,405.0,299.0
187,../Data/Images/leonberger/leonberger_122.jpg,leonberger,500.0,379.0,143.0,14.0,342.0,324.0
188,../Data/Images/great_pyrenees/great_pyrenees_166.jpg,great_pyrenees,500.0,404.0,298.0,27.0,431.0,145.0
189,../Data/Images/boxer/boxer_146.jpg,boxer,500.0,333.0,146.0,1.0,436.0,258.0
190,../Data/Images/havanese/havanese_106.jpg,havanese,362.0,500.0,80.0,133.0,245.0,263.0
191,../Data/Images/british_shorthair/British_Shorthair_203.jpg,british_shorthair,500.0,375.0,108.0,29.0,352.0,243.0
192,../Data/Images/havanese/havanese_112.jpg,havanese,375.0,500.0,126.0,34.0,311.0,213.0
193,../Data/Images/american_pit_bull_terrier/american_pit_bull_terrier_173.jpg,american_pit_bull_terrier,300.0,225.0,89.0,50.0,205.0,137.0
194,../Data/Images/american_pit_bull_terrier/american_pit_bull_terrier_167.jpg,american_pit_bull_terrier,239.0,300.0,34.0,35.0,202.0,159.0
195,../Data/Images/boxer/boxer_185.jpg,boxer,500.0,281.0,176.0,51.0,339.0,182.0
196,../Data/Images/ragdoll/Ragdoll_177.jpg,ragdoll,500.0,333.0,53.0,16.0,243.0,196.0
197,../Data/Images/ragdoll/Ragdoll_163.jpg,ragdoll,500.0,333.0,136.0,111.0,240.0,216.0
198,../Data/Images/egyptian_mau/Egyptian_Mau_172.jpg,egyptian_mau,500.0,333.0,213.0,12.0,347.0,150.0
199,../Data/Images/siamese/Siamese_186.jpg,siamese,333.0,500.0,140.0,7.0,248.0,124.0
200,../Data/Images/basset_hound/basset_hound_107.jpg,basset_hound,375.0,500.0,144.0,1.0,349.0,292.0
201,../Data/Images/shiba_inu/shiba_inu_137.jpg,shiba_inu,333.0,500.0,64.0,264.0,103.0,312.0
202,../Data/Images/saint_bernard/saint_bernard_138.jpg,saint_bernard,500.0,375.0,223.0,64.0,350.0,170.0
203,../Data/Images/birman/Birman_172.jpg,birman,500.0,375.0,237.0,2.0,392.0,150.0
204,../Data/Images/shiba_inu/shiba_inu_123.jpg,shiba_inu,221.0,306.0,28.0,31.0,102.0,115.0
205,../Data/Images/birman/Birman_166.jpg,birman,500.0,333.0,183.0,43.0,305.0,164.0
206,../Data/Images/basset_hound/basset_hound_113.jpg,basset_hound,500.0,332.0,204.0,81.0,380.0,296.0
207,../Data/Images/pomeranian/pomeranian_188.jpg,pomeranian,300.0,225.0,133.0,33.0,198.0,117.0
208,../Data/Images/saint_bernard/saint_bernard_104.jpg,saint_bernard,412.0,500.0,59.0,202.0,206.0,323.0
209,../Data/Images/scottish_terrier/scottish_terrier_127.jpg,scottish_terrier,375.0,500.0,87.0,39.0,319.0,356.0
210,../Data/Images/scottish_terrier/scottish_terrier_133.jpg,scottish_terrier,500.0,358.0,124.0,12.0,261.0,188.0
211,../Data/Images/saint_bernard/saint_bernard_110.jpg,saint_bernard,500.0,334.0,152.0,13.0,353.0,182.0
212,../Data/Images/german_shorthaired/german_shorthaired_124.jpg,german_shorthaired,375.0,500.0,36.0,34.0,341.0,255.0
213,../Data/Images/english_setter/english_setter_165.jpg,english_setter,500.0,375.0,114.0,93.0,205.0,195.0
214,../Data/Images/newfoundland/newfoundland_122.jpg,newfoundland,500.0,400.0,147.0,49.0,277.0,181.0
215,../Data/Images/pomeranian/pomeranian_177.jpg,pomeranian,300.0,203.0,133.0,10.0,210.0,91.0
216,../Data/Images/siamese/Siamese_145.jpg,siamese,500.0,375.0,146.0,44.0,369.0,253.0
217,../Data/Images/siamese/Siamese_151.jpg,siamese,333.0,500.0,1.0,1.0,333.0,344.0
218,../Data/Images/newfoundland/newfoundland_136.jpg,newfoundland,334.0,500.0,111.0,138.0,256.0,258.0
219,../Data/Images/pomeranian/pomeranian_163.jpg,pomeranian,290.0,214.0,25.0,10.0,109.0,104.0
220,../Data/Images/english_setter/english_setter_171.jpg,english_setter,500.0,375.0,170.0,41.0,329.0,208.0
221,../Data/Images/german_shorthaired/german_shorthaired_130.jpg,german_shorthaired,333.0,500.0,175.0,145.0,291.0,217.0
222,../Data/Images/english_setter/english_setter_159.jpg,english_setter,500.0,375.0,259.0,58.0,410.0,231.0
223,../Data/Images/german_shorthaired/german_shorthaired_118.jpg,german_shorthaired,500.0,375.0,159.0,43.0,292.0,206.0
224,../Data/Images/siamese/Siamese_179.jpg,siamese,500.0,439.0,239.0,58.0,340.0,168.0
225,../Data/Images/pomeranian/pomeranian_149.jpg,pomeranian,300.0,225.0,100.0,30.0,179.0,126.0
226,../Data/Images/newfoundland/newfoundland_108.jpg,newfoundland,333.0,500.0,13.0,1.0,289.0,228.0
227,../Data/Images/siamese/Siamese_147.jpg,siamese,500.0,374.0,134.0,34.0,325.0,235.0
228,../Data/Images/newfoundland/newfoundland_120.jpg,newfoundland,500.0,333.0,184.0,94.0,295.0,199.0
229,../Data/Images/pomeranian/pomeranian_175.jpg,pomeranian,288.0,282.0,69.0,4.0,178.0,132.0
230,../Data/Images/english_setter/english_setter_167.jpg,english_setter,500.0,375.0,138.0,15.0,424.0,263.0
231,../Data/Images/german_shorthaired/german_shorthaired_126.jpg,german_shorthaired,500.0,333.0,194.0,62.0,425.0,191.0
232,../Data/Images/german_shorthaired/german_shorthaired_132.jpg,german_shorthaired,500.0,333.0,201.0,147.0,345.0,287.0
233,../Data/Images/english_setter/english_setter_173.jpg,english_setter,500.0,333.0,188.0,96.0,334.0,199.0
234,../Data/Images/newfoundland/newfoundland_134.jpg,newfoundland,500.0,375.0,211.0,126.0,338.0,225.0
235,../Data/Images/pomeranian/pomeranian_161.jpg,pomeranian,300.0,200.0,86.0,4.0,209.0,148.0
236,../Data/Images/siamese/Siamese_153.jpg,siamese,500.0,333.0,247.0,39.0,347.0,146.0
