filename,width,height,xmin,ymin,xmax,ymax,classes,labels
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/samoyed_188.jpg,375,500,113,137,231,276,samoyed,29
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Bengal_128.jpg,500,334,333,100,499,277,bengal,5
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/american_bulldog_169.jpg,500,333,39,86,420,325,american_bulldog,1
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/beagle_104.jpg,500,333,46,33,181,157,beagle,4
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/miniature_pinscher_189.jpg,225,300,63,1,224,188,miniature_pinscher,21
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/beagle_110.jpg,437,500,71,34,338,269,beagle,4
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Bombay_171.jpg,144,108,27,12,67,45,bombay,7
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/staffordshire_bull_terrier_104.jpg,333,500,35,62,172,204,staffordshire_bull_terrier,34
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Bombay_159.jpg,184,250,15,43,83,107,bombay,7
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Sphynx_137.jpg,500,312,262,3,400,148,sphynx,33
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/beagle_138.jpg,500,375,155,1,367,183,beagle,4
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Abyssinian_184.jpg,378,300,255,161,361,274,abyssinian,0
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/keeshond_187.jpg,500,375,142,99,242,219,keeshond,18
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/american_bulldog_141.jpg,333,500,27,87,267,287,american_bulldog,1
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Bengal_100.jpg,500,333,180,19,334,181,bengal,5
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/keeshond_178.jpg,500,400,271,64,358,166,keeshond,18
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/samoyed_177.jpg,500,334,263,106,325,198,samoyed,29
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/american_bulldog_196.jpg,500,323,124,13,428,249,american_bulldog,1
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/keeshond_150.jpg,375,500,140,132,312,332,keeshond,18
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/miniature_pinscher_162.jpg,300,255,117,6,260,151,miniature_pinscher,21
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/american_bulldog_182.jpg,500,375,65,12,380,350,american_bulldog,1
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/keeshond_144.jpg,500,375,257,40,366,185,keeshond,18
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/samoyed_163.jpg,500,333,273,59,356,177,samoyed,29
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/wheaten_terrier_109.jpg,333,500,39,30,332,312,wheaten_terrier,35
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/havanese_11.jpg,333,500,107,90,271,223,havanese,16
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/english_cocker_spaniel_140.jpg,401,500,68,51,367,367,english_cocker_spaniel,12
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/scottish_terrier_18.jpg,500,333,266,70,357,175,scottish_terrier,30
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Sphynx_19.jpg,500,472,210,15,430,271,sphynx,33
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/japanese_chin_179.jpg,500,375,155,119,356,250,japanese_chin,17
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Maine_Coon_103.jpg,500,412,173,69,381,273,maine_coon,20
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/wheaten_terrier_135.jpg,375,500,35,55,194,195,wheaten_terrier,35
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/chihuahua_188.jpg,202,300,17,17,141,161,chihuahua,10
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/japanese_chin_151.jpg,467,500,72,101,340,335,japanese_chin,17
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Persian_180.jpg,334,500,94,128,334,305,persian,23
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/yorkshire_terrier_128.jpg,300,225,60,17,216,141,yorkshire_terrier,36
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/japanese_chin_145.jpg,500,375,160,84,380,248,japanese_chin,17
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Persian_194.jpg,500,335,322,32,469,164,persian,23
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/wheaten_terrier_121.jpg,500,333,84,19,471,300,wheaten_terrier,35
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/english_cocker_spaniel_168.jpg,500,375,170,180,280,291,english_cocker_spaniel,12
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Maine_Coon_117.jpg,500,375,220,107,309,209,maine_coon,20
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/english_cocker_spaniel_183.jpg,373,451,18,30,323,338,english_cocker_spaniel,12
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/chihuahua_177.jpg,300,225,137,26,219,111,chihuahua,10
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Russian_Blue_12.jpg,600,900,89,135,561,605,russian_blue,27
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Russian_Blue_119.jpg,500,375,142,145,206,209,russian_blue,27
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/British_Shorthair_160.jpg,500,333,165,30,327,187,british_shorthair,9
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/chihuahua_163.jpg,300,225,95,17,258,167,chihuahua,10
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Persian_143.jpg,500,333,198,108,275,190,persian,23
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/British_Shorthair_148.jpg,500,281,205,46,277,115,british_shorthair,9
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/pug_103.jpg,500,375,110,53,330,247,pug,25
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Russian_Blue_125.jpg,500,375,79,14,228,203,russian_blue,27
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Russian_Blue_131.jpg,375,500,144,53,275,197,russian_blue,27
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/japanese_chin_186.jpg,375,500,124,176,336,418,japanese_chin,17
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/pug_117.jpg,500,333,232,105,333,190,pug,25
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/pug_116.jpg,500,333,124,4,375,242,pug,25
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/japanese_chin_187.jpg,500,375,256,88,478,278,japanese_chin,17
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Persian_156.jpg,333,500,76,10,257,148,persian,23
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/pug_102.jpg,375,500,47,19,370,294,pug,25
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/British_Shorthair_149.jpg,500,375,119,26,353,217,british_shorthair,9
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Ragdoll_18.jpg,500,333,221,8,424,228,ragdoll,26
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/British_Shorthair_161.jpg,333,500,51,50,294,318,british_shorthair,9
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/chihuahua_162.jpg,300,200,96,41,137,90,chihuahua,10
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/chihuahua_176.jpg,300,284,126,38,245,163,chihuahua,10
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/english_cocker_spaniel_182.jpg,500,443,210,51,379,170,english_cocker_spaniel,12
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/British_Shorthair_175.jpg,500,375,184,64,379,265,british_shorthair,9
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Russian_Blue_118.jpg,281,500,1,1,237,216,russian_blue,27
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Russian_Blue_13.jpg,600,900,307,200,510,379,russian_blue,27
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Persian_195.jpg,484,500,320,10,448,140,persian,23
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/japanese_chin_144.jpg,500,375,135,38,418,305,japanese_chin,17
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Maine_Coon_116.jpg,500,333,154,77,225,156,maine_coon,20
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/english_cocker_spaniel_169.jpg,500,375,166,65,286,203,english_cocker_spaniel,12
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/wheaten_terrier_120.jpg,432,348,181,41,335,185,wheaten_terrier,35
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/chihuahua_189.jpg,300,200,105,25,229,165,chihuahua,10
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/wheaten_terrier_134.jpg,500,375,131,20,356,247,wheaten_terrier,35
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Maine_Coon_102.jpg,320,500,156,155,270,299,maine_coon,20
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Persian_181.jpg,500,376,183,7,320,140,persian,23
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/japanese_chin_150.jpg,500,333,80,52,365,254,japanese_chin,17
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/japanese_chin_178.jpg,500,375,253,97,371,175,japanese_chin,17
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Ragdoll_201.jpg,500,375,102,58,201,161,ragdoll,26
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/english_cocker_spaniel_155.jpg,500,375,186,80,327,228,english_cocker_spaniel,12
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/english_cocker_spaniel_141.jpg,333,500,82,15,329,234,english_cocker_spaniel,12
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/wheaten_terrier_108.jpg,333,500,31,31,271,236,wheaten_terrier,35
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/havanese_10.jpg,333,500,41,18,207,166,havanese,16
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Sphynx_18.jpg,500,375,152,40,359,221,sphynx,33
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/yorkshire_terrier_115.jpg,225,300,31,19,182,172,yorkshire_terrier,36
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Abyssinian_152.jpg,424,500,154,38,336,238,abyssinian,0
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/keeshond_145.jpg,333,500,59,45,280,310,keeshond,18
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/miniature_pinscher_177.jpg,184,300,24,16,167,162,miniature_pinscher,21
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/samoyed_162.jpg,500,333,234,56,310,152,samoyed,29
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/samoyed_176.jpg,500,334,359,82,432,174,samoyed,29
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/miniature_pinscher_163.jpg,300,240,58,14,221,146,miniature_pinscher,21
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/keeshond_151.jpg,500,375,118,52,272,274,keeshond,18
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/american_bulldog_197.jpg,500,335,182,94,350,278,american_bulldog,1
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Russian_Blue_1.jpg,200,239,89,10,154,75,russian_blue,27
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/keeshond_179.jpg,375,500,10,41,144,230,keeshond,18
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Abyssinian_1.jpg,600,400,333,72,425,158,abyssinian,0
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Sphynx_122.jpg,375,500,141,5,374,228,sphynx,33
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/american_bulldog_140.jpg,500,333,29,1,451,310,american_bulldog,1
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Abyssinian_191.jpg,300,224,151,64,268,184,abyssinian,0
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/keeshond_186.jpg,500,428,106,17,325,266,keeshond,18
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Bengal_101.jpg,500,455,358,101,498,241,bengal,5
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/staffordshire_bull_terrier_139.jpg,500,375,142,55,398,305,staffordshire_bull_terrier,34
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Bengal_115.jpg,333,500,146,16,284,153,bengal,5
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Bombay_158.jpg,500,479,203,30,425,257,bombay,7
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Sphynx_136.jpg,500,335,199,61,392,234,sphynx,33
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/beagle_111.jpg,500,333,183,59,439,258,beagle,4
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/miniature_pinscher_188.jpg,225,300,43,27,159,159,miniature_pinscher,21
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/staffordshire_bull_terrier_105.jpg,500,429,89,39,436,329,staffordshire_bull_terrier,34
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Bombay_170.jpg,519,287,230,38,368,147,bombay,7
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Bengal_129.jpg,500,281,1,67,281,281,bengal,5
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Bombay_164.jpg,297,300,74,4,289,220,bombay,7
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/samoyed_189.jpg,375,500,134,100,267,238,samoyed,29
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/staffordshire_bull_terrier_111.jpg,500,376,83,20,282,219,staffordshire_bull_terrier,34
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/staffordshire_bull_terrier_10.jpg,500,375,90,28,321,302,staffordshire_bull_terrier,34
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/beagle_105.jpg,500,395,318,119,445,258,beagle,4
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/american_bulldog_168.jpg,500,375,15,116,309,282,american_bulldog,1
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/great_pyrenees_172.jpg,500,375,311,92,388,152,great_pyrenees,15
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/boxer_152.jpg,375,500,19,55,361,437,boxer,8
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/english_cocker_spaniel_10.jpg,333,500,30,135,276,454,english_cocker_spaniel,12
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/japanese_chin_13.jpg,436,500,71,42,405,299,japanese_chin,17
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/leonberger_122.jpg,500,379,143,14,342,324,leonberger,19
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/havanese_106.jpg,362,500,80,133,245,263,havanese,16
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/British_Shorthair_203.jpg,500,375,108,29,352,243,british_shorthair,9
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/havanese_112.jpg,375,500,126,34,311,213,havanese,16
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/american_pit_bull_terrier_173.jpg,300,225,89,50,205,137,american_pit_bull_terrier,2
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/american_pit_bull_terrier_167.jpg,239,300,34,35,202,159,american_pit_bull_terrier,2
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/boxer_185.jpg,500,281,176,51,339,182,boxer,8
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Ragdoll_177.jpg,500,333,53,16,243,196,ragdoll,26
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Ragdoll_163.jpg,500,333,136,111,240,216,ragdoll,26
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Siamese_186.jpg,333,500,140,7,248,124,siamese,32
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/basset_hound_107.jpg,375,500,144,1,349,292,basset_hound,3
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/shiba_inu_137.jpg,333,500,64,264,103,312,shiba_inu,31
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/saint_bernard_138.jpg,500,375,223,64,350,170,saint_bernard,28
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Birman_172.jpg,500,375,237,2,392,150,birman,6
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Birman_166.jpg,500,333,183,43,305,164,birman,6
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/saint_bernard_104.jpg,412,500,59,202,206,323,saint_bernard,28
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/scottish_terrier_127.jpg,375,500,87,39,319,356,scottish_terrier,30
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/scottish_terrier_133.jpg,500,358,124,12,261,188,scottish_terrier,30
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/saint_bernard_110.jpg,500,334,152,13,353,182,saint_bernard,28
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/german_shorthaired_124.jpg,375,500,36,34,341,255,german_shorthaired,14
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/english_setter_165.jpg,500,375,114,93,205,195,english_setter,13
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/newfoundland_122.jpg,500,400,147,49,277,181,newfoundland,22
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/pomeranian_177.jpg,300,203,133,10,210,91,pomeranian,24
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Siamese_145.jpg,500,375,146,44,369,253,siamese,32
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Siamese_151.jpg,333,500,1,1,333,344,siamese,32
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/newfoundland_136.jpg,334,500,111,138,256,258,newfoundland,22
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/pomeranian_163.jpg,290,214,25,10,109,104,pomeranian,24
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/german_shorthaired_130.jpg,333,500,175,145,291,217,german_shorthaired,14
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/german_shorthaired_118.jpg,500,375,159,43,292,206,german_shorthaired,14
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Siamese_179.jpg,500,439,239,58,340,168,siamese,32
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/pomeranian_149.jpg,300,225,100,30,179,126,pomeranian,24
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/newfoundland_108.jpg,333,500,13,1,289,228,newfoundland,22
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Siamese_147.jpg,500,374,134,34,325,235,siamese,32
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/newfoundland_120.jpg,500,333,184,94,295,199,newfoundland,22
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/pomeranian_175.jpg,288,282,69,4,178,132,pomeranian,24
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/english_setter_167.jpg,500,375,138,15,424,263,english_setter,13
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/german_shorthaired_126.jpg,500,333,194,62,425,191,german_shorthaired,14
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/german_shorthaired_132.jpg,500,333,201,147,345,287,german_shorthaired,14
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/english_setter_173.jpg,500,333,188,96,334,199,english_setter,13
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/newfoundland_134.jpg,500,375,211,126,338,225,newfoundland,22
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Siamese_153.jpg,500,333,247,39,347,146,siamese,32
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/basset_hound_139.jpg,500,335,90,66,233,219,basset_hound,3
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/scottish_terrier_125.jpg,500,375,186,2,348,286,scottish_terrier,30
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/saint_bernard_106.jpg,500,333,136,86,255,184,saint_bernard,28
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/shiba_inu_109.jpg,375,500,169,126,264,229,shiba_inu,31
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/saint_bernard_112.jpg,332,500,64,56,285,264,saint_bernard,28
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Birman_158.jpg,362,500,142,235,211,301,birman,6
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/scottish_terrier_131.jpg,358,500,50,48,228,265,scottish_terrier,30
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Birman_170.jpg,500,332,111,8,361,250,birman,6
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/basset_hound_105.jpg,375,500,46,15,304,366,basset_hound,3
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/scottish_terrier_119.jpg,500,416,279,16,466,223,scottish_terrier,30
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Siamese_184.jpg,500,375,193,54,334,212,siamese,32
/Users/ayushman/Desktop/Datasets/oxford-iiit-pet/images/Egyptian_Mau_170.jpg,450,373,314,136,448,262,egyptian_mau,11
